0.389527,0.412437,0.173257,0.779279,2.0265,0.558732,0.824554,0.749178,0.744856,0.97614,0.698879,0.715945,0.259717,0,0.505401,0.749098,0.529536,0.633974,0.50707,0.749628,1.54833,0.743048,0.401827,1.48592,0.851052,1.306,0.626956,0.732174,1.30337,0.993024,0.332163,0.636265,1.01237,0.18232,0.650372,0.74215,1.34649,0.720621,4.6431,2.06157,0.493256,0.570196,0.746573,0.741956,0.00163862,1.49283,0.674256,0.749497,0.399377,0.500703,1.01681,0.745524,0.757802,0.746478,0.749616,0.710445,3.11022,2.02138,0.641205,0.460226,0.566141,1.74574,1.39956,1.05482,
5.64013,0.714636,0.0237708,0.742141,0.278685,0.714301,0.698735,0.78047,0.525798,0.703377,0.503738,0.0375109,0.748117,1.19957,0.309712,0.494585,0.741004,0.100263,0.645126,1.41979,1.11814,2.85316,0.271909,0.592814,0.689079,1.1429,2.06239,0.76968,1.30487,1.49769,1.4708,1.31027,1.60349,0.731418,1.2123,0.636193,0.0846249,0.625214,1.49347,2.01934,0.837469,0.578601,0.730252,0.324681,0.0841782,0.55397,0.571906,1.34388,0.716329,0,0.699853,0.732748,0.737827,0.500738,0.161216,0.746752,0.651807,0.749443,1.33311,0.592152,0.720345,0.649195,3.04691,0.707962,
0.358367,1.30504,0.724308,0.670499,0.228407,0.744993,0.237321,0.0374237,0.364424,0.547698,1.05891,0.589031,0,0.591466,0.787587,0.667611,0.199644,0.670513,0.792211,0.0781205,1.45188,1.8405,0.460806,0.693622,0.737728,0.847938,0.902019,3.84761,2.94389,1.3899,0.23193,1.20485,0.65222,2.13059,0.712374,3.48858,0.551895,0.120888,0.749976,0.71989,0.695159,0.655657,0.745032,0.720212,0.73496,0.663035,0.731752,0.721259,1.6577,0.724679,0,0.742889,0.1993,0.0759211,0.749947,0.745399,0.300651,0.445228,0.749796,0.589436,0.847721,0.229241,0.268935,0.382102,
0.547439,0.525945,0,0.716758,0.380288,0.719066,0.421298,0.71729,0.32553,0.624878,0.321188,0.45277,0.456925,0.00769067,0.471093,0.170152,0.749355,0.931772,1.45668,1.23225,0.739032,0.430958,1.1377,1.26928,2.91269,0.667425,19.4513,19.4349,12.4211,6.16839,0.748177,0.239661,1.45516,0.371342,0.234042,0.749051,1.26019,0.618383,0.749931,1.16734,0.729476,0.299078,0.609402,0.536542,0.744547,0.389718,1.07674,0.446514,0.748097,0.94955,0.734959,0,0.494179,0,0.203828,0.680496,0.704216,0.749992,0.885397,0.340436,0.58726,1.14531,0.74893,0.695526,
0.65052,0.513092,0.510425,0,0.66013,0.748178,0.439838,0.74976,0.739107,0.700396,0.0106981,0.659108,0.546058,0.542105,0.60864,0.528476,0.743052,2.57741,2.72208,5.55409,1.8753,1.33637,0.590816,3.02836,1.70358,2.32275,3.6547,40.2932,17.5291,5.4509,1.6433,2.95085,1.16408,0.683823,0.584634,0.738453,0.447351,0.741345,0.530797,0.249436,0.822563,0.0636314,0.735762,0.00781703,0.510173,0.712141,1.46628,0.919992,0.551974,0.147764,0.818819,0.749705,0.0475656,0,0.480009,0.730824,0.720639,0.254878,0.559917,1.43692,0.747279,0.408075,0.485766,0.618452,
0.372122,0.332443,8.80135e-05,0.659864,0.0142442,0.319827,0.680931,0.670912,0.735299,0.717959,0.683033,0.599125,0.736722,0.731532,0.0496097,1.28196,0.677686,0.729938,8.50692,4.65304,4.5941,1.33221,2.09313,1.13586,1.80462,1.47363,2.23552,4.48209,5.03878,1.98447,0.822516,8.20142,2.78278,9.28691,0.74947,0.686598,0.392097,0.551185,0.741799,0.575039,0.729263,0.594586,0.366658,0.36633,0.253424,0.73854,0.744647,0.647247,0.402147,0.377196,0.00168402,0.671583,0.746649,0.713302,0,0.519787,0.110143,0.398697,0.668226,0.438035,0.592861,0.100279,0.749958,1.42202,
0.73119,0.669816,0,0.00989548,0.0199548,0.640297,0,0.0281296,0.66806,0.0717272,0.662371,0.699489,0.643838,0.719187,0.741513,0.715772,0.633412,0.985174,0.717914,3.55413,1.6931,0.558007,0.729163,0.748331,0.812582,0.647313,0.763839,1.02284,0.861868,1.483,0.749357,1.07355,3.02835,2.11341,2.54901,0.325964,0.4662,0.698412,0.677485,0.786582,0.698476,0.207371,0.372272,0.623023,0.623296,0.705084,0.923474,0.237443,0.434434,0.663874,0.614166,0.554667,0.617946,0.408421,0.372282,0.165795,0.749465,0.74906,0.732018,0.612033,0.737677,0.970208,0.139207,0.493225,
0.712745,0.40938,0.607902,0,0.620889,0.0972077,0.345459,0,0.409962,0.0228443,0,0.473706,0.310356,0.38897,0.746928,0.292275,0.634672,1.4185,1.90975,0.724627,0.719644,0.545858,0.691997,0.648176,1.48727,2.69215,2.228,1.3491,0.442798,1.1191,0.742043,0.643797,3.32111,2.18799,1.1555,0.748966,0.655492,0.0473441,1.47266,0.700143,0.780827,0.660405,0.749966,0.749808,0.711396,1.99724,0.744232,1.07463,0.681256,0.315524,0.314799,0.7156,0.443649,0.372723,0.317324,0.618318,0.744249,0.513197,0.708756,0.0669428,0.191096,1.36622,1.94923,0.749236,
1.4855,1.40283,1.46085,1.70295,0.00980178,0.369215,0.74651,0.741375,0.0871673,0.585572,0.660138,0.155531,0.708988,0.156135,0.696806,0.698531,0.749967,0.749993,2.52351,0.747348,0.574656,0.745364,0.749183,0.589994,1.20445,7.06933,2.07547,0.849164,0.77436,0.253806,0.925465,2.14111,0.697716,1.52678,2.1648,3.37085,0.5753,0.0665532,0.713026,0.577918,0.265047,0.401763,0.35545,0.127923,0.484574,1.28655,0.741028,0.236904,0.00865444,2.00435,0.663337,0.700083,0.234936,0.495116,0.623215,0.662,0.567862,0.149529,8.94618e-05,0.47613,0.10673,0.736025,0.748466,0.253074,
0.0471623,0.196645,0.749408,0.603352,1.47422,1.09083,0.746802,0.60109,0.0828771,0.743199,0.704157,0.319816,0.746667,0.255242,0.746541,0.711516,0.743879,0.725677,0.541314,0.749972,0.721998,0.422043,0.610313,0.606053,0.602947,1.73698,1.4434,0.744958,1.96804,1.36894,0.749683,2.60419,4.07057,0.706762,2.03437,1.1605,1.40115,0.524422,0.731731,1.22621,0.717862,0.727621,0.680335,0.0200418,0.481827,0.52415,0.511662,0.285294,0,0,0.460566,0.729721,0.692381,0.726474,0.504872,0.536819,0.146812,0.551015,0.747804,0.0212686,0.0980277,0.748557,0.0728789,0.728256,
